"text","stars"
"Honestly? Super disappointing. We saw the good reviews and had high hopes for the restaurant, but the food was just soooo mediocre. So inedible that we...","1"
"My bf and just arrived in London and came across this place. Food was great not as greasy as you would think. Later we found out from our Airbnb host that...","5"
"Fresh seafood that's fried up, that one can taste!  I wished that they made their tartar fresh, and then this would have been very fresh...","4"
"I don't remember how I found this place, but I know I went looking for it the first time I visited 3 years ago.  Pretty sure it was on some travel show or...","5"
"They have been our favourite local restaurant for a very long time.  The cooking is reliable and I have never had any bad dish.We really love their...","5"
"Really darn good Thai food. We ordered it to-go and had a feasty feast at home. The grilled prawns on a stick and veggie spring rolls were decent, and so...","4"
"This was a tolerable meal: basic western Thai food. Nothing was astonishing, but nothing was terrible. The bamboo was too greasy. Nothing to write home about .","3"
"A wonderful English breakfast for two weary travelers who had just gotten off a red-eye, and arrived before their room was ready. All the staples you'd come...","4"
"A London classic, Bill's offers the quintessential English breakfast in a charming cafe-style setting. The interior is furnished with smart and quirky...","5"
"I've dreamt of an English breakfast ever since that one episode of Final Table on Netflix And where better to get an English breakfast than straight from...","4"
"Utterly fantastic! We popped into here on a whim looking for a quick appetizer and a couple drinks before our dinner reservations at a nearby restaurant....","4"
"Chain restaurant that looks good from the outside. Came for lunch and would say average. Shared Caesar salad which was boring and assortment of flatbread....","3"
"Pizza was ok. Crust was a little weird. Chicken risotto was very aldente, but had good flavor. It needed some lemon juice. Service was slow.","3"
"Washed my favourite jumper before spontaneously going to a Japanese BBQ. Was completely worth it. We ordered the following:- Beef tongue- Garlic Butter...","5"
"This restaurant is quite similar to Gyu Kaku.Went with the AYCE option as it was a Sunday - got the premium.The USDA Prime Kalbi is excellent, you...","4"
"Great value for lunch! I ordered the 2 BBQ items for $11 that included soup, white rice and a salad. Initially I wanted to order the $8 meal deal that...","5"
"Dropped in for a meal before a show. The Haddock was delicious as was the Creme Brule. Washed down with a glass of champagne followed by some Sancere.The...","4"
"We loved this area and decided to come back on our way to our hotel from Harrods.  Came to this charming looking eatery with a very romantic patio.  We sat...","4"
"We are from the UK living in the USA for the last 13 years and have made a point of visiting Bentley's and recommending it to our friends and family who...","3"
"Overall score probably 3.5. The Real Greek has become a popular chain restaurant, the atmosphere is very relaxed with off-street seating. Service was fast...","3"
"We went here for late lunch...we ordered dolmas, jackfruit wrap & falafel wrap. Everything was very delicious fresh & tasty. But my favorite was the...","4"
"I recently visited this restaurant while on holiday and this will definitely be on my ""must do"" lists for next time. The Real Greek is a casual restaurant...","5"
"Ethos has beautiful decor. It has a very serene ambience. Most items are vegetarian with some vegan and raw options!  Unfortunately, there were not a lot of...","4"
"This review is based on one spur-of-the-moment lunch at this location. There are three separate islands: cold food, hot food and desserts. On my visit,...","3"
"Pretty place. Ok food. Can be expensive if you don't watch how much you put in your plate. Let's not get carried away with how ""creative"" it is -- it's a...","2"
"I wanted to try the box so I came here with my boyfriend and was not disappointed! I'm not sure if the box is worth the price you pay but it was definitely...","4"
"I have eaten here twice. Both times I got the prefix multiple course meal. I really enjoyed it all, especially the Wagu beef. It's a very small restaurant...","5"
"Food at Engawa just makes me want to swim all the way back to Tokyo, go straight back to the Tsukiji market and devour every bit of fish they have. The...","5"
"Great option for Italian food in the area.  The pizza was a nice thin crust with a wide range of toppings.  You can get pizza by the meter for group dining....","5"
"Fantastic restaurant great food. Wonderful service good price as well!!!We had pizza, spaghetti, calzone sausages , and ham Parmesan. All very delicious","5"
"Great food, brisk and good service. Very predictable. I like their seafood and side orders. The appetizers are all great.!","5"
"Ok, this was the best brunch i had in my life. We waited on the queue for 30 minutes, absolutely worth every minute. You can check my photos, the scrambled...","5"
"Being a certified foodie from LA, I'm not the easiest person to please when it comes to brunch. Next to Australians, we're kind of ahead of the game when it...","5"
